"results_id","report_id","year","farm_area","lineitem_code","co2_dir_emissions_diesel_kgco2e","co2_dir_emissions_electricity_kgco2e","co2_dir_emissions_other_fuels_kgco2e","co2_dir_emissions_renewable_electricity_kgco2e","co2_dir_emissions_renewable_heat_kgco2e","co2_direct_co2_kgco2e","co2_dir_ind_emissions_fertiliser_kgco2e","co2_dir_ind_emissions_lime_kgco2e","co2_dir_ind_emissions_biochar_kgco2e","co2_dir_ind_emissions_feed_kgco2e","co2_dir_ind_emissions_bedding_kgco2e","co2_dir_ind_emissions_pesticides_kgco2e","co2_dir_ind_emissions_waste_kgco2e","co2_dir_ind_emissions_refrigerant_losses_kgco2e","co2_dir_ind_emissions_disposal_of_carcasses_kgco2e","co2_dir_ind_emissions_transport_kgco2e","co2_indirect_co2_kgco2e","co2_indirect_co2_kgco2e_sc","co2_total_from_energy_use_kgco2e","co2_total_from_energy_use_kgco2e_sc","methane_enteric_fermentation_feed_digestion_kgco2e","methane_enteric_manure_mgmt_kgco2e","methane_total_kgco2e","nitrous_oxide_vol_inorganic_and_imp_org_man_soil_kgco2e","nitrous_oxide_vol_grazing_dep_man_mgmt_org_man_soil_kgco2e","nitrous_oxide_veg_crop_n_residues_kgco2e","nitrous_oxide_total_kgco2e","carbon_seq_soil_carbon_kgco2e","carbon_seq_biochar_kgco2e","carbon_seq_total_kgco2e","total_co2e_emissions_from_farming_kgco2e","total_co2e_emissions_from_farming_kgco2e_sc","emissions_per_unit_of_output_kgco2e_kg_output","emissions_per_unit_of_output_kgco2e_kg_output_sc","farm_and_enterprise_output_kg","sequestration_by_forestry","sequestration_by_hedges","energy_offset_renewables","net_emissions_from_land_use","net_emissions_from_land_use_sc","emissions_meat_kgco2e","emissions_meat_kgco2e_sc","emissions_wool_kgco2e","emissions_wool_kgco2e_sc","emissions_milk_kgco2e","emissions_milk_kgco2e_sc","emissions_eggs_kgco2e","emissions_eggs_kgco2e_sc","emissions_crop_kgco2e","emissions_crop_kgco2e_sc","emissions_straw_kgco2e","emissions_straw_kgco2e_sc","emissions_per_lu_equivalent_kgco2e_lu","emissions_per_lu_equivalent_kgco2e_lu_sc","emissions_per_unit_of_output_kg_lwt_kgco2e_kg_output","emissions_per_unit_of_output_kg_lwt_kgco2e_kg_output_sc","emissions_per_unit_of_output_kg_dwt_kgco2e_kg_output","emissions_per_unit_of_output_kg_dwt_kgco2e_kg_output_sc","emissions_per_unit_of_output_kg_milk_solids_kgco2e_kg_output","emissions_per_unit_of_output_kg_milk_solids_kgco2e_kg_output_sc","emissions_per_unit_of_output_kg_eggs_kgco2e_kg_output","emissions_per_unit_of_output_kg_eggs_kgco2e_kg_output_sc","emissions_per_unit_of_output_kg_wool_kgco2e_kg_output","emissions_per_unit_of_output_kg_wool_kgco2e_kg_output_sc","emissions_per_unit_of_output_kg_straw_kgco2e_kg_output","emissions_per_unit_of_output_kg_straw_kgco2e_kg_output_sc","emissions_per_adjusted_hectare_kgco2e_ha","emissions_per_adjusted_hectare_kgco2e_ha_sc"
"31028745","30429",2022,0,"V6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028746","30429",2022,0,"V7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028747","30429",2022,0,"V8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028748","30429",2022,0,"V9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028749","30429",2022,0,"V10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028750","30429",2022,0,"V11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028751","30429",2022,0,"V12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028752","30429",2022,0,"V13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028753","30429",2022,0,"V14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028754","30429",2022,0,"V15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028755","30429",2022,0,"V16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028756","30429",2022,0,"V17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028757","30429",2022,0,"V18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028758","30429",2022,0,"V19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028759","30429",2022,0,"V20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028760","30429",2022,0,"V21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028761","30429",2022,0,"V22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028762","30429",2022,0,"V23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028763","30429",2022,0,"V24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028764","30429",2022,0,"V25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028765","30429",2022,0,"V26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028766","30429",2022,0,"V27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028767","30429",2022,0,"V28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028768","30429",2022,0,"V29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028769","30429",2022,0,"FR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028770","30429",2022,0,"FR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028771","30429",2022,0,"FR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028772","30429",2022,0,"FR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028773","30429",2022,0,"FR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028774","30429",2022,0,"FR6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028775","30429",2022,0,"FR7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028776","30429",2022,0,"FR8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028777","30429",2022,0,"FR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028778","30429",2022,0,"FR10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028779","30429",2022,0,"FR11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028780","30429",2022,0,"FR12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028781","30429",2022,0,"FR13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028782","30429",2022,0,"FR14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028783","30429",2022,0,"FR15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028784","30429",2022,0,"FR16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028785","30429",2022,0,"OC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31028786","30429",2022,0,"OC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824895","32360",2023,0,"WHOLE_FARM",223478.802924,162822.28578,19363.1956885,0,0,405664.2843925,113918.8495,0,0,2451912.06,162972.7,204.9897204,1630.44,0,12700.155,0,2743339.1942204,2743339.1942204,3149003.4786129,3149003.4786129,2704824.8725484,1331937.3046279,4036762.1771763,111316.25645346,499931.70400262,158308.43695086,769556.39740695,-1258454.7017817,0,-1258454.7017817,7940100.2531962,6681645.5514144,1.5114667874082,1.2719090457493,5253241.6321312,417740.4,15221.8,0,7522359.8531962,6263905.1514144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15404.50926043,12962.993852659
"34824896","32360",2023,0,"BEEF",37375.27638,0,591.306615728,0,0,37966.582995728,4353.3829275253,0,0,77645.04,1611.62,27.400679907229,331.0608,0,153.465,0,84121.969407432,84121.969407432,122088.55240316,122088.55240316,66007.251262554,2258.8832246171,68266.134487171,7146.8638346058,8770.1138202635,5515.6469970047,21432.624651874,-65661.760268324,0,-65661.760268324,211267.43684994,145605.67658161,0,0,19163.21,0,519.87469226898,0,0,0,211267.43684994,145605.67658161,0,0,0,0,0,0,0,0,0,0,14323.216057623,9871.5712936686,5.8430576886892,4.0270397594273,11.02463714847,7.5981882253345,0,0,0,0,0,0,0,0,12970.701640156,8939.4173385772
"34824897","32360",2023,0,"SHEEP",33018.60354,0,9915.0079289,0,0,42933.6114689,5335.344,0,0,32424.08,0,0,40.656,0,1325.025,0,39125.105,39125.105,82058.7164689,82058.7164689,288636.11420613,6058.3971424054,294694.51134854,2376.7734751825,87646.342470896,5868.764384175,95891.880330254,-223861.20615144,0,-223861.20615144,469333.98124325,245472.77509181,0,0,27819.425,0,3311.1269044474,0,0,0,451095.00204404,235933.35749624,18238.979199204,9539.4175955693,0,0,0,0,0,0,0,0,4495.536218805,2351.2717920671,7.981651412314,4.174592508316,17.737003138475,9.2768722407021,0,0,0,0,7.6409632170943,3.9964045226516,0,0,4524.1370854371,2366.2307219183
"34824898","32360",2023,0,"DAIRY",132899.97708,79463.90298,8467.155852272,0,0,220831.03591227,76157.709572475,0,0,1048359.94,132321.08,93.337110092771,1178.5872,0,4542.525,0,1262653.1788826,1262653.1788826,1483484.2147948,1483484.2147948,2218064.7696617,489481.10331462,2707545.8729763,77440.846808771,266989.01120464,144309.15421772,488739.01223113,-830988.24153268,0,-830988.24153268,4669346.9993198,3838358.7577871,0,0,4418319.8271312,0,10422.10068254,0,0,0,179146.47724165,147264.37121665,0,0,4490200.5220781,3691094.3865704,0,0,0,0,0,0,8323.9985726353,6842.6040784153,2.3110426179558,1.8997540070468,4.360457769728,3.5844415227299,1.0258073898399,0.84324784154361,0,0,0,0,0,0,14299.816600856,11754.925537262
"34824899","32360",2023,0,"PIGS",2358.697224,83358.3828,0,0,0,85717.080024,0,0,0,1293483,29040,0,76.776,0,6679.14,0,1329278.916,1329278.916,1414995.996024,1414995.996024,132116.73741801,834138.92094628,966255.65836428,0,136526.23650682,0,136526.23650682,0,0,0,2517777.8908951,2517777.8908951,0,0,615839.17,0,0,0,0,0,2517777.8908951,2517777.8908951,0,0,0,0,0,0,0,0,0,0,0,0,3.0290915784248,3.0290915784248,4.0883691936892,4.0883691936892,0,0,0,0,0,0,0,0,0,0
"34824900","32360",2023,0,"POULTRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824901","32360",2023,0,"FORAGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824902","32360",2023,0,"G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824903","32360",2023,0,"G6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824904","32360",2023,0,"F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824905","32360",2023,0,"F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824906","32360",2023,0,"F3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824907","32360",2023,0,"F4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34824908","32360",2023,0,"F5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
